Lead_Origin,Lead Source,Converted,Total_Visits,Total_Time_Website,Page_Views_Per_Visit,Last_Activity,Current_Occupation,Lead_Quality,Activity_Index,Profile_Index,Free_Copy
Landing Page Submission,Direct Traffic,0,3,308,1.5,Email Opened,Unemployed,5,1,3,No
API,Google,1,3,1712,3,Others,Unemployed,4,2,3,No
API,Google,0,1,41,1,Others,Unemployed,3,3,2,No
Landing Page Submission,Others,1,5,1342,5,Email Opened,Working Professional,3,2,2,Yes
API,Organic Search,1,9,1125,9,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Organic Search,1,13,373,6.5,Email Opened,Unemployed,4,3,2,Yes
API,Organic Search,1,6,1779,6,Email Opened,Unemployed,2,2,2,Yes
API,Olark Chat,1,5,1387,1.67,Email Opened,Unemployed,5,2,3,Yes
API,Others,0,3,1641,3,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,1,1,598,1,Others,Unemployed,3,2,3,No
API,Google,1,3,1292,3,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Google,1,9,888,9,Email Opened,Other,4,2,3,Yes
Landing Page Submission,Google,0,4,332,4,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,1,37,1,Others,Unemployed,3,2,2,No
API,Olark Chat,1,7,628,3.5,Email Opened,Other,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,2,2,2,No
API,Organic Search,1,5,1291,5,Others,Unemployed,3,2,2,No
API,Organic Search,0,3,726,3,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,13,99,13,Olark Chat Conversation,Unemployed,3,3,2,No
Landing Page Submission,Google,1,6,1092,3,Page Visited on Website,Unemployed,3,2,3,No
API,Google,1,3,1152,3,Email Opened,Unemployed,2,2,2,No
API,Google,0,2,156,2,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Google,0,7,305,2.33,Email Opened,Unemployed,3,2,3,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,3,2,1,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,4,2,2,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,5,2,2,No
Lead Import,Others,1,0,0,0,Email Opened,Unemployed,5,2,2,No
Lead Import,Others,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Lead Add Form,Reference,1,1,288,1,Others,Unemployed,5,2,3,No
Landing Page Submission,Organic Search,0,6,81,6,Email Opened,Unemployed,3,2,2,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,5,2,2,No
API,Direct Traffic,0,5,4,1.67,Page Visited on Website,Unemployed,3,1,2,No
API,Others,1,4,1523,4,Email Opened,Unemployed,4,2,2,No
API,Google,1,3,7,3,Others,Unemployed,2,2,3,No
API,Google,0,2,293,2,Email Opened,Unemployed,3,2,2,No
API,Google,0,4,1313,4,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,1368,2,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,1,3,94,1.5,Email Opened,Unemployed,5,2,3,No
API,Google,1,9,1482,3,Email Opened,Unemployed,3,2,2,No
API,Google,0,3,52,3,Email Opened,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Working Professional,4,3,2,No
Lead Add Form,Reference,1,0,0,0,Others,Unemployed,5,2,3,No
API,Organic Search,0,2,18,2,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,221,5,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,25,2,Email Opened,Unemployed,3,2,2,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Others,0,6,356,3,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,7,472,1.75,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Google,1,3,312,3,Email Opened,Unemployed,4,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
API,Others,1,2,25,1,Email Opened,Unemployed,2,2,2,No
Landing Page Submission,Direct Traffic,0,2,210,2,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,2,2,No
Landing Page Submission,Direct Traffic,1,2,1499,2,Email Opened,Unemployed,2,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,1,21,1885,3.5,Email Opened,Unemployed,5,3,3,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,4,2,2,No
API,Google,1,1,491,1,Olark Chat Conversation,Unemployed,4,3,2,No
Landing Page Submission,Google,1,4,363,4,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,4,1588,4,Email Opened,Unemployed,2,3,3,Yes
Landing Page Submission,Google,1,5,1328,2.5,Page Visited on Website,Unemployed,5,2,3,No
API,Google,1,8,978,2,Email Opened,Unemployed,4,2,2,Yes
Landing Page Submission,Google,0,3,1191,3,Email Opened,Unemployed,3,2,3,No
API,Google,1,2,188,2,Page Visited on Website,Unemployed,2,2,2,No
Landing Page Submission,Google,0,2,1595,2,Others,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Google,1,4,811,1.33,Others,Working Professional,2,2,3,Yes
API,Others,0,9,81,4.5,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,1,2,813,2,Email Opened,Unemployed,2,2,3,Yes
API,Google,0,5,51,2.5,Email Opened,Unemployed,4,2,2,No
API,Others,0,7,1,7,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,3,66,3,Email Opened,Unemployed,3,2,2,No
API,Google,0,3,213,1.5,Others,Unemployed,2,2,2,No
API,Google,1,1,1203,1,Others,Unemployed,2,2,3,No
Landing Page Submission,Google,0,4,92,4,Email Opened,Unemployed,4,2,3,No
API,Organic Search,0,3,306,3,Email Opened,Unemployed,4,2,2,No
API,Google,0,1,151,1,Others,Unemployed,3,2,2,No
API,Google,1,5,818,2.5,Page Visited on Website,Unemployed,2,2,3,No
Landing Page Submission,Organic Search,1,5,1016,2.5,Email Opened,Unemployed,4,2,2,Yes
API,Organic Search,0,2,8,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,4,1252,2,Page Visited on Website,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,122,2,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,1,3,1746,3,Page Visited on Website,Unemployed,3,3,2,Yes
Landing Page Submission,Google,0,5,346,2.5,Email Opened,Unemployed,3,2,3,No
API,Google,1,2,1208,2,Email Opened,Unemployed,2,2,2,No
API,Google,1,5,1313,2.5,Page Visited on Website,Unemployed,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,27,1,Others,Working Professional,3,2,3,No
Landing Page Submission,Direct Traffic,1,2,340,2,Email Opened,Unemployed,4,2,3,Yes
API,Google,0,4,1596,4,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,8,248,8,Others,Unemployed,4,2,3,Yes
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Reference,1,3,1764,3,Email Opened,Unemployed,5,2,3,No
API,Others,0,3,403,3,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,1,583,1,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,0,0,0,0,SMS Sent,Unemployed,5,1,3,No
Landing Page Submission,Google,1,5,285,5,Page Visited on Website,Unemployed,4,2,3,No
Landing Page Submission,Others,0,13,263,2.6,Email Opened,Unemployed,3,3,3,Yes
API,Google,0,5,1662,2.5,Email Opened,Unemployed,3,2,2,No
API,Others,0,3,303,3,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Google,1,5,444,5,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,0,6,1623,6,Email Opened,Other,2,2,3,Yes
API,Google,0,4,213,4,Email Opened,Unemployed,4,2,2,No
API,Google,0,9,102,3,Email Opened,Unemployed,3,2,2,Yes
API,Others,0,4,1203,2,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Google,1,3,1160,3,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,0,10,59,3.33,Email Opened,Other,2,2,3,No
API,Google,0,1,87,1,Others,Unemployed,3,2,2,No
API,Google,1,4,49,4,Page Visited on Website,Working Professional,2,3,3,No
API,Google,0,1,94,1,Others,Unemployed,3,2,2,No
API,Google,0,4,225,2,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Google,1,4,1120,4,Email Opened,Unemployed,5,2,3,No
API,Google,0,7,49,7,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,34,2,Email Opened,Unemployed,4,2,2,Yes
API,Organic Search,0,3,271,1.5,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,14,1747,1.27,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,6,14,3,Others,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,1,5,1254,5,Email Opened,Unemployed,2,2,3,Yes
API,Google,1,3,981,3,Email Opened,Working Professional,2,2,2,No
API,Google,1,3,717,1.5,Email Opened,Working Professional,2,2,3,No
Landing Page Submission,Google,0,2,1058,2,Others,Unemployed,3,1,3,No
Landing Page Submission,Google,1,8,1335,8,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,1,8,1148,4,Page Visited on Website,Working Professional,2,3,3,Yes
API,Google,0,8,501,2.67,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,9,1342,3,Others,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,4,1298,4,Email Opened,Unemployed,5,2,3,Yes
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,5,2,2,No
API,Others,0,5,255,5,Email Opened,Unemployed,3,1,2,No
API,Google,1,2,1300,2,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Working Professional,5,2,3,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Working Professional,2,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,4,2,3,No
API,Google,0,1,300,1,Others,Unemployed,3,2,2,No
API,Google,0,13,9,3.25,Page Visited on Website,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Organic Search,0,5,115,5,Email Opened,Unemployed,3,2,3,Yes
API,Google,1,3,1007,1.5,Olark Chat Conversation,Unemployed,3,2,2,No
Lead Add Form,Reference,1,16,1570,5.33,Page Visited on Website,Working Professional,4,3,3,No
Landing Page Submission,Google,1,11,2069,5.5,Email Opened,Working Professional,4,3,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Lead Add Form,Others,1,0,0,0,Others,Unemployed,3,2,2,No
API,Google,1,6,442,6,Others,Working Professional,2,2,2,No
API,Others,0,2,480,1,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,6,605,2,Email Opened,Working Professional,4,2,2,No
API,Olark Chat,1,5,968,1.25,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,4,1452,4,Page Visited on Website,Unemployed,3,2,3,No
API,Olark Chat,1,0,0,0,SMS Sent,Working Professional,4,2,2,No
API,Google,1,2,1334,2,Olark Chat Conversation,Working Professional,2,2,3,No
API,Organic Search,0,10,65,5,Email Opened,Unemployed,3,2,2,No
API,Organic Search,1,2,454,2,Others,Working Professional,4,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
API,Others,1,13,1097,6.5,Olark Chat Conversation,Unemployed,4,3,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,2,2,3,No
API,Google,1,5,1577,5,Olark Chat Conversation,Unemployed,4,2,2,No
API,Organic Search,0,1,143,1,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,1,3,1662,3,Page Visited on Website,Unemployed,4,2,3,Yes
API,Google,1,2,1142,1,Email Opened,Unemployed,4,2,2,No
API,Google,1,6,305,3,Olark Chat Conversation,Unemployed,4,3,2,No
Landing Page Submission,Organic Search,1,4,1652,4,Email Opened,Unemployed,4,2,3,Yes
API,Google,1,3,1126,1.5,Email Opened,Unemployed,2,2,2,No
Landing Page Submission,Google,0,3,179,3,Email Opened,Unemployed,4,1,2,No
API,Others,0,3,186,3,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Google,0,3,233,3,Email Opened,Unemployed,4,1,2,No
Landing Page Submission,Direct Traffic,1,7,834,3.5,Email Opened,Unemployed,2,2,3,Yes
API,Google,0,4,50,1.33,Others,Unemployed,3,1,2,Yes
Landing Page Submission,Google,0,5,376,5,Others,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,4,1104,4,Email Opened,Unemployed,3,2,2,Yes
API,Direct Traffic,0,2,297,2,Others,Unemployed,3,2,2,No
API,Organic Search,1,6,1276,3,Email Opened,Unemployed,2,3,2,No
Landing Page Submission,Google,0,5,75,2.5,Others,Unemployed,3,2,2,Yes
API,Olark Chat,1,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
API,Organic Search,1,5,893,5,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Google,1,4,638,4,SMS Sent,Working Professional,4,2,2,No
Landing Page Submission,Google,0,4,938,4,Others,Unemployed,3,2,3,No
Landing Page Submission,Google,0,5,120,5,Others,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,1,9,1047,9,Email Opened,Working Professional,2,2,2,Yes
API,Organic Search,0,2,602,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,6,168,2,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,0,4,1051,4,Others,Unemployed,3,2,3,No
Landing Page Submission,Google,1,4,854,4,Email Opened,Working Professional,4,2,3,No
API,Google,0,7,1762,7,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Others,1,4,453,2,Others,Unemployed,2,2,2,Yes
Landing Page Submission,Google,1,6,1966,6,Email Opened,Unemployed,2,2,3,No
API,Google,0,2,1494,2,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,5,887,2.5,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,18,59,2.57,Email Opened,Unemployed,4,2,2,Yes
Landing Page Submission,Google,0,2,164,2,Others,Unemployed,3,2,3,No
API,Google,1,2,1585,2,Email Opened,Working Professional,4,2,2,No
Landing Page Submission,Google,1,5,1169,5,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,1,4,1425,4,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Google,0,8,1071,8,Email Opened,Unemployed,3,2,3,No
API,Google,0,2,271,1,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,781,3,Olark Chat Conversation,Unemployed,3,3,3,No
API,Google,1,3,117,1.5,Olark Chat Conversation,Unemployed,3,2,2,No
API,Direct Traffic,0,7,1028,3.5,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,6,406,3,Email Opened,Unemployed,4,1,2,Yes
API,Google,1,12,341,3,Email Opened,Unemployed,3,3,2,No
API,Olark Chat,1,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,171,2,Email Opened,Unemployed,3,2,2,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,7,60,3.5,Page Visited on Website,Unemployed,5,1,3,No
API,Others,0,2,494,2,Email Opened,Unemployed,1,2,2,No
API,Google,1,11,1551,2.75,SMS Sent,Unemployed,4,3,2,No
API,Google,1,2,1499,1,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Organic Search,0,8,266,8,Email Opened,Unemployed,3,2,2,No
API,Google,1,6,1117,6,Email Opened,Unemployed,3,2,2,No
API,Google,0,3,388,1.5,Olark Chat Conversation,Unemployed,3,3,2,No
API,Google,0,14,63,2.8,Page Visited on Website,Other,3,2,2,No
Landing Page Submission,Organic Search,0,3,519,3,Page Visited on Website,Unemployed,1,2,3,Yes
Landing Page Submission,Google,0,4,137,4,Others,Unemployed,4,2,3,No
API,Google,0,3,984,3,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,1,3,1224,3,Email Opened,Working Professional,4,2,3,No
Landing Page Submission,Google,1,3,911,3,Email Opened,Unemployed,5,2,3,No
Lead Add Form,Olark Chat,1,2,1582,2,Page Visited on Website,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,9,942,1.8,Email Opened,Unemployed,3,2,3,Yes
API,Google,1,2,1303,2,Others,Working Professional,4,2,1,No
API,Google,0,2,297,2,Others,Unemployed,3,1,2,No
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,1,7,1471,3.5,Email Opened,Unemployed,5,2,3,Yes
API,Google,1,4,1048,1.33,Email Opened,Working Professional,4,2,2,No
Landing Page Submission,Google,1,4,610,4,Email Opened,Unemployed,5,2,3,No
API,Google,0,3,415,3,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,2,1704,2,Others,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,10,918,3.33,Email Opened,Working Professional,4,2,3,Yes
Landing Page Submission,Google,0,5,28,2.5,SMS Sent,Unemployed,3,1,3,No
Landing Page Submission,Google,0,10,1521,2.5,Page Visited on Website,Unemployed,4,2,2,No
API,Organic Search,1,5,1418,5,Email Opened,Working Professional,4,2,2,No
Landing Page Submission,Direct Traffic,1,2,1613,2,Email Opened,Working Professional,4,2,3,Yes
API,Others,0,8,51,4,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,950,4,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Google,1,5,542,5,Email Opened,Unemployed,4,2,3,No
API,Direct Traffic,1,3,492,3,Olark Chat Conversation,Unemployed,4,2,2,No
API,Google,0,3,1293,3,Page Visited on Website,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,10,824,10,Page Visited on Website,Unemployed,3,3,2,Yes
Landing Page Submission,Organic Search,1,4,1058,2,Email Opened,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,1,4,1541,4,Email Opened,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,3,388,3,SMS Sent,Unemployed,4,1,3,Yes
Landing Page Submission,Organic Search,0,6,543,6,Email Opened,Unemployed,3,2,2,Yes
API,Organic Search,1,11,1700,11,Email Opened,Other,4,3,1,No
Landing Page Submission,Others,0,3,125,3,Email Opened,Unemployed,3,2,3,No
API,Organic Search,1,2,153,2,Others,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,590,2,Email Opened,Unemployed,3,1,2,Yes
Landing Page Submission,Direct Traffic,0,3,1829,3,Others,Unemployed,3,2,3,Yes
API,Others,0,2,315,2,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,2,1134,1,SMS Sent,Other,4,2,2,No
Landing Page Submission,Organic Search,0,8,186,8,SMS Sent,Unemployed,3,1,2,Yes
Landing Page Submission,Google,1,4,1346,2,Page Visited on Website,Unemployed,4,2,2,No
API,Organic Search,1,5,912,2.5,Email Opened,Unemployed,3,2,2,Yes
API,Organic Search,0,7,1052,7,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,6,1517,6,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,3,461,1.5,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,3,1995,3,Others,Unemployed,3,2,2,No
Lead Add Form,Reference,1,0,0,0,Others,Unemployed,2,2,2,No
Landing Page Submission,Organic Search,0,3,183,3,SMS Sent,Unemployed,1,3,3,Yes
API,Organic Search,1,4,1338,2,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,162,2,Email Opened,Unemployed,3,2,2,Yes
API,Others,0,3,192,1.5,Email Opened,Unemployed,3,1,2,No
API,Google,0,4,585,4,Email Opened,Unemployed,3,2,2,No
API,Organic Search,0,5,388,5,Email Opened,Unemployed,3,2,2,No
API,Google,1,3,837,3,Others,Unemployed,4,2,2,No
API,Google,1,10,764,10,Email Opened,Working Professional,2,3,2,No
Landing Page Submission,Direct Traffic,0,5,1,5,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,1,6,1847,6,Email Opened,Unemployed,4,2,2,Yes
Landing Page Submission,Direct Traffic,1,3,954,3,SMS Sent,Unemployed,4,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,3,3,2,No
API,Organic Search,0,1,275,1,Others,Unemployed,2,2,2,No
Landing Page Submission,Direct Traffic,1,4,941,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,1758,4,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Google,1,7,152,3.5,Email Opened,Unemployed,3,2,3,No
API,Others,1,11,1863,5.5,SMS Sent,Unemployed,4,3,2,No
Landing Page Submission,Organic Search,1,8,1485,4,Others,Unemployed,2,2,3,Yes
API,Google,0,2,76,1,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,190,2,Others,Working Professional,3,2,3,No
API,Organic Search,0,4,487,2,SMS Sent,Unemployed,3,2,2,No
Lead Add Form,Reference,0,0,0,0,Email Opened,Unemployed,4,2,3,No
Landing Page Submission,Others,1,6,1086,2,Email Opened,Unemployed,4,2,2,Yes
Landing Page Submission,Google,0,3,328,3,SMS Sent,Unemployed,1,2,3,No
Landing Page Submission,Direct Traffic,0,7,219,2.33,Others,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,8,220,4,Email Opened,Working Professional,3,1,3,No
API,Others,1,5,865,1.67,Olark Chat Conversation,Unemployed,4,3,2,No
API,Google,1,9,833,9,Page Visited on Website,Unemployed,3,3,2,No
API,Google,1,3,970,3,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,15,317,5,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,215,2,Email Opened,Unemployed,3,2,3,Yes
API,Others,1,4,947,2,Olark Chat Conversation,Unemployed,3,2,2,No
